date,industry,name,opportunities,salary,qualification
3/04/2023 17:17,Information & Communication Technology careers,Support Analyst,"4,135",$85K,"Complete a tertiary qualification in IT. This could be a Certificate IV in Information Technology (ICT40120) or a Diploma of Information Technology (ICT50220), which usually take one year. Alternatively, complete a bachelor degree in IT or a related field. This usually takes three years.  "
3/04/2023 17:17,Community Services & Development careers,Support Assistant,299,$63K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Consultant,"3,775",$75K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Developer,250,$85K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Engineer,"3,783",$85K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Executive,96,$63K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Practitioner,192,$90K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Representative,91,$63K,no data
3/04/2023 17:17,Call Centre & Customer Service careers,Support Specialist,"1,441",$80K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Team Leader,"3,441",$95K,no data
3/04/2023 17:17,Information & Communication Technology careers,Support Technician,"3,047",$73K,Undertake formal qualifications in information technology. This may be through a VET (Vocational Education and Training) course such as a Diploma of Information Technology (ICT50118) or a university degree such as the Bachelor of Information Technology.
3/04/2023 17:17,Information & Communication Technology careers,Systems Administrator,"1,565",$100K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (Systems Administration Support) (ICT40120), a Diploma of Information Technology (ICT50118) or a bachelor degree majoring in information technology."
3/04/2023 17:17,Information & Communication Technology careers,Systems Analyst,"1,530",$105K,"Complete a Diploma of Information Technology (Systems Analysis) (ICT50220), or an undergraduate degree such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Business Administration."
3/04/2023 17:17,Information & Communication Technology careers,Systems Architect,124,$155K,no data
3/04/2023 17:17,Information & Communication Technology careers,Systems Consultant,34,$110K,no data
3/04/2023 17:17,Information & Communication Technology careers,Systems Coordinator,20,$90K,no data
3/04/2023 17:17,Engineering careers,Systems Engineer,"5,319",$115K,"Complete a bachelor degree in computer science, IT, software engineering, mechanical engineering or a related field."
3/04/2023 17:17,Information & Communication Technology careers,Systems Manager,284,$130K,no data
3/04/2023 17:17,Information & Communication Technology careers,Systems Officer,74,$95K,no data
3/04/2023 17:17,"Farming, Animals & Conservation careers",Systems Operator,18,$78K,no data
3/04/2023 17:17,"Manufacturing, Transport & Logistics careers",Systems Specialist,"2,343",$110K,no data
3/04/2023 17:17,Information & Communication Technology careers,Systems Team Leader,525,$110K,no data
3/04/2023 17:17,Trades & Services careers,Systems Technician,171,$115K,no data
3/04/2023 17:17,Information & Communication Technology careers,TM1 Consultant,3,N/A,no data
3/04/2023 17:17,Information & Communication Technology careers,Technical Analyst,682,$100K,no data
3/04/2023 17:17,Information & Communication Technology careers,Technical Architect,539,$165K,no data
3/04/2023 17:17,Information & Communication Technology careers,Technical Business Analyst,"2,626",$125K,"Complete a degree relevant to your chosen field of work. This could be a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Commerce."
3/04/2023 17:17,Information & Communication Technology careers,Technical Consultant,228,$130K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study."
3/04/2023 17:17,Information & Communication Technology careers,Technical Lead,"1,373",$160K,"Complete a bachelor degree in a relevant field, such as computer science, IT or software development."
3/04/2023 17:17,"Manufacturing, Transport & Logistics careers",Technical Manager,757,$130K,no data
3/04/2023 17:17,Information & Communication Technology careers,Technical Support Specialist,"1,262",$75K,no data
3/04/2023 17:17,Information & Communication Technology careers,Technical Writer,"1,237",$105K,no data
3/04/2023 17:17,Information & Communication Technology careers,Technology Analyst,116,$93K,no data
3/04/2023 17:18,Information & Communication Technology careers,Technology Consultant,73,$105K,no data
3/04/2023 17:18,"Mining, Resources & Energy careers",Technology Manager,354,$150K,no data
3/04/2023 17:18,Education & Training careers,Technology Officer,112,$85K,no data
3/04/2023 17:18,Education & Training careers,Technology Specialist,285,$115K,no data
3/04/2023 17:18,Information & Communication Technology careers,Telecommunications Engineer,496,$80K,Complete a Bachelor of Engineering majoring in Telecommunications Engineering.
3/04/2023 17:18,Trades & Services careers,Telecommunications Technician,"1,371",$68K,no data
3/04/2023 17:18,Information & Communication Technology careers,Test Consultant,"1,322",$115K,no data
3/04/2023 17:18,Information & Communication Technology careers,Test Manager,"1,423",$143K,no data
3/04/2023 17:18,Information & Communication Technology careers,Test Specialist,25,$113K,no data
3/04/2023 17:18,Information & Communication Technology careers,Tester,"4,093",$90K,no data
3/04/2023 17:18,Information & Communication Technology careers,Testing Analyst,"1,833",$105K,Complete a relevant bachelor degree. This could be a Bachelor of Computer Science or Bachelor of Information Technology. A VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role. 
3/04/2023 17:18,Information & Communication Technology careers,Testing Engineer,"1,834",$120K,no data
3/04/2023 17:18,Information & Communication Technology careers,Transformation Manager,146,$140K,no data
3/04/2023 17:18,Information & Communication Technology careers,Transition Manager,39,$120K,no data
3/04/2023 17:18,Human Resources & Recruitment careers,Transition Specialist,9,$108K,no data
3/04/2023 17:18,Information & Communication Technology careers,User Experience Designer,398,$120K,"Develop an eye for design, an understanding of design principles, and learn to identify strengths and weaknesses in user experiences. Consider a short course in UX design, or seek out online or in-person groups to network with other designers and learn from their expertise."
3/04/2023 17:18,Design & Architecture careers,User Experience and Interface Designer,216,$115K,no data
3/04/2023 17:18,Information & Communication Technology careers,User Interface Designer,170,$105K,"Consider completing a short course in graphic design, web design or UX. Alternatively, you can complete a Graduate Certificate in User Experience Design."
3/04/2023 17:18,Information & Communication Technology careers,User Interface Developer,309,$125K,no data
3/04/2023 17:18,Information & Communication Technology careers,Vendor Manager,58,$135K,no data
3/04/2023 17:18,Information & Communication Technology careers,Vice President,22,$185K,no data
3/04/2023 17:18,Information & Communication Technology careers,Voice Engineer,40,$115K,no data
3/04/2023 17:18,Design & Architecture careers,Web Designer,"1,736",$70K,"Complete a qualification in Web Design. This may be a Certificate IV in Information Technology (Web Development) (ICT40120) or 
Certificate IV in Information Technology (ICT40120), 
Diploma of Information Technology (ICT50220) or Bachelor degree majoring in Web Design."
3/04/2023 17:18,Information & Communication Technology careers,Web Developer,"2,497",$95K,"Complete a qualification in computer science with a focus on web development. This could be a Certificate IV in Information Technology (Web Development) (ICT40120), a Diploma of Information Technology (ICT50120), or a Bachelor degree majoring in website development."
